"cell_type","gene","avg_log2FC","p_val","p_val_adj","pct.1","pct.2"
"ProB","Lsp1",0.531800072326155,3.24072340529965e-26,1.04626755140099e-21,0.928,0.697
"ProB","Igfbp4",1.44735222645598,1.06352464596948e-25,3.43358931951247e-21,0.792,0.311
"ProB","Tagln2",1.15031233778713,2.78367993062162e-25,8.9871106560119e-21,0.884,0.455
"ProB","Kdm5b",-2.52261189266654,6.96011977106615e-25,2.24707466808871e-20,0.13,0.561
"ProB","Parvb",-4.36826972616215,2.38437475551382e-24,7.69795389817636e-20,0.026,0.273
"ProB","Car2",1.27687821768461,3.23388489347559e-24,1.0440597378586e-19,0.809,0.432
"ProB","Plxdc1",-2.40034955612314,3.98633381265518e-24,1.28698787141573e-19,0.174,0.462
"ProB","Tmsb10",0.254484979163506,5.62587000915614e-24,1.81631213245606e-19,0.995,0.977
"ProB","Slit1",-4.28286788807851,8.23904090619353e-23,2.65997435656458e-18,0.024,0.265
"ProB","Tifa",-1.22567587607195,1.49373948723094e-22,4.82253793452507e-18,0.885,0.833
"ProB","Smtnl2",-2.24849369848862,1.47581998450831e-21,4.76468481998509e-17,0.186,0.538
"ProB","Ninj1",-1.9666373146748,4.29773909584793e-21,1.38752506709451e-16,0.369,0.629
"ProB","Cacna1e",-3.22385481476764,7.19386428858949e-21,2.32253908557112e-16,0.052,0.303
"ProB","Tcf3",-1.28030232604518,1.41972855584394e-19,4.58359364254217e-15,0.903,0.871
"ProB","Rsph1",-4.75806519461921,3.20846184253082e-19,1.03585190586107e-14,0.019,0.326
"ProB","Gmpr",-2.80245167621671,1.18605084219406e-18,3.82916514402351e-14,0.083,0.348
"ProB","Fau",-0.0911790122846838,1.45334815363965e-18,4.69213451402562e-14,0.999,1
"ProB","Gfra1",-1.60508486850665,2.40354938418592e-18,7.75985918684424e-14,0.536,0.72
"ProB","Hdac11",-4.27746427466945,8.64834799489774e-18,2.79211915015274e-13,0.023,0.22
"ProB","Ankrd33b",-1.91379692666526,1.29130240664162e-17,4.16896981984248e-13,0.341,0.561
"ProB","Pcp4l1",-2.41957774267079,2.05497597075462e-17,6.63448992158129e-13,0.15,0.409
"ProB","Lef1",-1.23892624450416,2.72889375655806e-16,8.81023349304771e-12,0.869,0.826
"ProB","Cacna2d1",-6.43831694185125,3.18649730091268e-16,1.02876065359966e-11,0.005,0.182
"ProB","Tmem91",-2.63092364678842,5.72772944511893e-16,1.84919745135665e-11,0.112,0.333
"ProB","Msh5",-1.89370498874888,3.70226300465211e-15,1.19527561105193e-10,0.265,0.53
