"cell_type","gene","avg_log2FC","p_val","p_val_adj","pct.1","pct.2"
"PreB","Irf4",-1.50833163059573,1.93576485269984e-17,6.24961682694143e-13,0.449,0.786
"PreB","Mgst1",-2.54718315685855,4.02411991156058e-17,1.29918711344733e-12,0.173,0.633
"PreB","Fcer1g",3.73530419646186,8.07530842843236e-16,2.60711332611939e-11,0.291,0.034
"PreB","Plekha2",-1.11436170891238,2.32285402184134e-14,7.49933420951478e-10,0.787,0.922
"PreB","Lck",2.86864138180104,7.44469950055926e-11,2.40352123375556e-06,0.291,0.055
"PreB","Vav3",1.42205204202144,9.37990646400898e-11,3.0283028019053e-06,0.315,0.091
"PreB","Kcnn4",3.13879919542384,1.19515847001831e-10,3.8585691204541e-06,0.213,0.026
"PreB","Atp2b4",3.41057751983777,1.16508047209439e-09,3.76146230415675e-05,0.181,0.01
"PreB","Tnfrsf13c",-1.7847520203856,1.64489236337168e-09,5.31053499514548e-05,0.331,0.594
"PreB","Cd19",-0.866613363342678,4.08667854064265e-08,0.00131938416684648,0.89,0.953
"PreB","Cd44",-2.33345358289246,5.53922289428759e-08,0.00178833811142075,0.063,0.336
"PreB","Myl4",1.03604708647034,7.51010661291476e-08,0.00242463791997953,0.89,0.755
"PreB","Bcl2l1",-1.52634601844316,1.01610695052501e-07,0.00328050128977001,0.236,0.497
"PreB","Itgal",2.24751215065297,1.08815245391602e-06,0.0351310019746788,0.142,0.018
"PreB","Ifi30",-2.68340023951524,3.30938319456057e-06,0.106843436436388,0.126,0.299
"PreB","Irf8",-1.11318647306625,3.45081685721906e-06,0.111409622235317,0.465,0.625
"PreB","Eps8",-1.01209987036046,4.75885981563495e-06,0.153639789147774,0.394,0.604
"PreB","Ppm1f",1.3104345154713,6.31319782292122e-06,0.203821591713012,0.181,0.052
"PreB","Emb",3.17259572427808,9.37893928468195e-06,0.302799054805957,0.11,0.016
"PreB","Cd55",-1.53768184743971,1.14141530560611e-05,0.368505931414932,0.157,0.354
"PreB","Emp1",4.97124930616416,4.41381292750498e-05,1,0.134,0.003
"PreB","Rb1",-1.2036187848751,0.000158519303677192,1,0.331,0.508
"PreB","Adamts10",0.966105687506133,0.000164196039778807,1,0.268,0.13
"PreB","Myo1f",4.61128656174682,0.000202599429415966,1,0.102,0.003
"PreB","Flt3",1.88548086830705,0.00701114682536618,1,0.047,0.008
"PreB","Lat2",1.27082884470215,0.0100934071847662,1,0.165,0.065
